1,0.590909,0.475758,0.475758,0.475758,0.475758,0.590909,0.475758,0.590909,0.475758,0.475758,0.475758,0.475758,0.475758,0.590909,0.590909,
2,0.553306,0.445482,0.571074,0.571074,0.571074,0.665289,0.571074,0.665289,0.445482,0.445482,0.445482,0.445482,0.445482,0.665289,0.665289,
3,0.634523,0.422196,0.541223,0.541223,0.649061,0.630513,0.541223,0.726146,0.422196,0.546304,0.422196,0.546304,0.422196,0.630513,0.726146,
4,0.594144,0.395329,0.624637,0.624637,0.712868,0.697692,0.506781,0.679936,0.527251,0.511539,0.395329,0.628794,0.395329,0.697692,0.775937,
5,0.667936,0.505269,0.579209,0.579209,0.765074,0.752657,0.469924,0.73813,0.488905,0.60035,0.505269,0.583063,0.505269,0.752657,0.719506,
6,0.728311,0.59522,0.537084,0.655716,0.807788,0.797629,0.435748,0.785743,0.581832,0.673014,0.468522,0.540659,0.468522,0.797629,0.667178,
7,0.681964,0.557342,0.502906,0.718313,0.842735,0.834423,0.408019,0.824698,0.657862,0.630185,0.438707,0.624175,0.565154,0.834423,0.624721,
8,0.638567,0.521875,0.470903,0.769529,0.871329,0.864528,0.382054,0.856571,0.615998,0.697424,0.410789,0.692507,0.52919,0.864528,0.692954,
9,0.704282,0.608807,0.446288,0.811433,0.825782,0.88916,0.362083,0.811796,0.583798,0.660968,0.389316,0.748415,0.501528,0.88916,0.656731,
10,0.643457,0.679933,0.407745,0.845718,0.857458,0.909312,0.330812,0.846015,0.659471,0.72261,0.50035,0.683779,0.458214,0.909312,0.719144,
11,0.708283,0.738127,0.515428,0.873769,0.783405,0.925801,0.302242,0.77295,0.602517,0.773045,0.591195,0.741274,0.418641,0.925801,0.770208,
12,0.631016,0.78574,0.459199,0.89672,0.822786,0.939292,0.26927,0.814232,0.536788,0.814309,0.665523,0.788315,0.524343,0.939292,0.811989,
13,0.576519,0.824697,0.557527,0.819276,0.855007,0.95033,0.246015,0.848008,0.621008,0.848071,0.608046,0.826803,0.479058,0.95033,0.846173,
14,0.653516,0.753473,0.509376,0.852135,0.881369,0.959361,0.224768,0.875643,0.567376,0.875695,0.679311,0.858293,0.437685,0.959361,0.874141,
15,0.716513,0.798296,0.430655,0.87902,0.902938,0.96675,0.190031,0.898253,0.47969,0.898296,0.737618,0.884058,0.539924,0.96675,0.897025,
16,0.768056,0.711209,0.383674,0.901016,0.920586,0.972795,0.337298,0.916753,0.427361,0.916787,0.785324,0.787616,0.623574,0.972795,0.915747,
17,0.810228,0.763717,0.341819,0.919013,0.935025,0.866672,0.300502,0.931889,0.380739,0.931917,0.824356,0.826231,0.692015,0.977741,0.931066,
18,0.844732,0.645688,0.288992,0.933738,0.946838,0.890913,0.427684,0.944272,0.493332,0.944296,0.696955,0.857825,0.748013,0.981788,0.9436,
19,0.872962,0.589924,0.264034,0.945786,0.956504,0.910747,0.390747,0.954405,0.450726,0.954424,0.636764,0.883675,0.793829,0.9851,0.953854,
20,0.77773,0.525568,0.23523,0.955643,0.964413,0.926975,0.501521,0.962695,0.401556,0.96271,0.702807,0.904825,0.831314,0.987809,0.962244,
21,0.818143,0.611829,0.198876,0.963708,0.970883,0.940252,0.424013,0.969478,0.339497,0.96949,0.756842,0.92213,0.861984,0.990025,0.969109,
22,0.851208,0.489463,0.159101,0.970306,0.976177,0.951116,0.528738,0.975027,0.459589,0.975037,0.801052,0.936288,0.887078,0.991839,0.974726,
23,0.878261,0.436067,0.141745,0.975705,0.980508,0.960004,0.471057,0.979568,0.557845,0.979576,0.837225,0.947872,0.790306,0.993323,0.979321,
24,0.900395,0.5386,0.113396,0.980122,0.984052,0.967276,0.567229,0.983283,0.638237,0.98329,0.66978,0.95735,0.828432,0.994537,0.983081,
25,0.761243,0.622491,0.0958709,0.983737,0.986952,0.973226,0.479566,0.986322,0.704012,0.986328,0.72982,0.965104,0.859626,0.99553,0.986157,
26,0.804654,0.691129,0.0766967,0.986694,0.989324,0.978094,0.383653,0.988809,0.757828,0.988814,0.778943,0.971449,0.885149,0.996343,0.988674,
27,0.840171,0.584318,0.0648436,0.989113,0.991265,0.982077,0.324361,0.990844,0.801859,0.990848,0.819136,0.97664,0.906031,0.997008,0.990733,
28,0.869231,0.659897,0.0548223,0.991092,0.992853,0.985335,0.274233,0.992509,0.837885,0.992512,0.692542,0.980887,0.923116,0.997552,0.992418,
29,0.893007,0.557913,0.0463498,0.992712,0.994153,0.988002,0.231851,0.993871,0.86736,0.993873,0.748443,0.984362,0.937095,0.997997,0.993797,
30,0.91246,0.47169,0.0391866,0.994037,0.995216,0.990183,0.19602,0.994985,0.891477,0.994987,0.794181,0.987206,0.948532,0.998361,0.994924,
31,0.928377,0.567746,0.0313493,0.995121,0.996086,0.991968,0.156816,0.995897,0.911208,0.995899,0.831603,0.989532,0.95789,0.998659,0.995847,
32,0.941399,0.646338,0.0250794,0.996008,0.996797,0.993428,0.125453,0.996643,0.927352,0.996644,0.86222,0.991435,0.965546,0.998903,0.996602,
33,0.952054,0.71064,0.0200636,0.996734,0.99738,0.994623,0.100362,0.997253,0.940561,0.997254,0.887271,0.992992,0.971811,0.999102,0.99722,
34,0.960771,0.600814,0.0169628,0.997328,0.997856,0.995601,0.0848515,0.997753,0.951368,0.997754,0.907767,0.994267,0.976936,0.999266,0.997726,
35,0.967904,0.673393,0.0135703,0.997814,0.998246,0.996401,0.0678812,0.998161,0.96021,0.998162,0.924537,0.995309,0.981129,0.999399,0.998139,
36,0.973739,0.732776,0.0108562,0.998211,0.998565,0.997055,0.054305,0.998496,0.967445,0.998496,0.938257,0.996162,0.98456,0.999508,0.998477,
37,0.978514,0.619529,0.00917843,0.998536,0.998826,0.997591,0.0459124,0.998769,0.973364,0.99877,0.949483,0.99686,0.987368,0.999598,0.998754,
38,0.982421,0.523784,0.00775994,0.998803,0.999039,0.998029,0.0388168,0.998993,0.978207,0.998993,0.958668,0.997431,0.989664,0.999671,0.998981,
39,0.985617,0.442835,0.00656068,0.99902,0.999214,0.998387,0.0328179,0.999176,0.982169,0.999176,0.966183,0.997898,0.991544,0.999731,0.999166,
40,0.988232,0.394526,0.00584497,0.999198,0.999357,0.99868,0.0292377,0.999326,0.985411,0.999326,0.972332,0.99828,0.993081,0.890669,0.999318,
41,0.990372,0.333554,0.00494166,0.999344,0.999474,0.99892,0.0247192,0.999448,0.988064,0.999449,0.977362,0.998593,0.994339,0.910548,0.999442,
42,0.992122,0.454726,0.00395333,0.999463,0.999569,0.999117,0.0197753,0.999549,0.990234,0.999549,0.981478,0.998849,0.995368,0.926812,0.999543,
43,0.993555,0.38445,0.00334236,0.999561,0.999648,0.999277,0.0167192,0.999631,0.99201,0.999631,0.984846,0.999058,0.99621,0.940119,0.999626,
44,0.994726,0.325035,0.00282581,0.999641,0.999712,0.999409,0.0141353,0.999698,0.993462,0.999698,0.987601,0.999229,0.996899,0.951006,0.999694,
45,0.995685,0.447756,0.00226065,0.999706,0.999764,0.999516,0.0113082,0.999753,0.994651,0.999753,0.989855,0.999369,0.997463,0.959914,0.99975,
46,0.99647,0.378557,0.00191128,0.99976,0.999807,0.999604,0.00956059,0.999798,0.995624,0.999798,0.9917,0.999484,0.997924,0.967202,0.999795,
47,0.997112,0.320053,0.0016159,0.999803,0.999842,0.999676,0.00808305,0.999835,0.996419,0.999835,0.993209,0.999578,0.998302,0.973166,0.999833,
48,0.997637,0.27059,0.00136617,0.999839,0.999871,0.999735,0.00683385,0.999865,0.99707,0.999865,0.994444,0.999655,0.998611,0.978045,0.999863,
49,0.998066,0.228772,0.00115503,0.999868,0.999894,0.999783,0.00577771,0.999889,0.997603,0.999889,0.995454,0.999717,0.998863,0.982037,0.999888,
50,0.998418,0.368995,0.000924026,0.999892,0.999914,0.999823,0.00462217,0.999909,0.998039,0.999909,0.996281,0.999769,0.99907,0.985303,0.999908,
51,0.998706,0.483723,0.000739221,0.999912,0.999929,0.999855,0.00369773,0.999926,0.998395,0.999926,0.996957,0.999811,0.999239,0.987975,0.999925,
52,0.998941,0.408966,0.000624977,0.999928,0.999942,0.999881,0.00312627,0.999939,0.998687,0.999939,0.99751,0.999845,0.999377,0.990161,0.999939,
53,0.999134,0.345762,0.00052839,0.999941,0.999953,0.999903,0.00264312,0.99995,0.998926,0.99995,0.997963,0.999873,0.999491,0.99195,0.99995,
54,0.999291,0.292326,0.00044673,0.999952,0.999961,0.999921,0.00223463,0.999959,0.999121,0.999959,0.998333,0.999896,0.999583,0.993414,0.999959,
55,0.99942,0.260436,0.000397996,0.99996,0.999968,0.999935,0.00199086,0.999967,0.999281,0.999967,0.998636,0.999915,0.999659,0.885041,0.999966,
56,0.999525,0.220187,0.000336487,0.999968,0.999974,0.999947,0.00168318,0.999973,0.999412,0.999973,0.998884,0.999931,0.999721,0.905943,0.999972,
57,0.999612,0.186158,0.000284485,0.999974,0.999979,0.999956,0.00142305,0.999978,0.999519,0.999978,0.999087,0.999943,0.999772,0.923044,0.999977,
58,0.999682,0.334129,0.000227588,0.999978,0.999983,0.999964,0.00113844,0.999982,0.999606,0.999982,0.999253,0.999954,0.999813,0.937036,0.999982,
59,0.99974,0.455197,0.00018207,0.999982,0.999986,0.999971,0.000910752,0.999985,0.999678,0.999985,0.999389,0.999962,0.999847,0.948484,0.999985,
60,0.999787,0.384848,0.000153932,0.999986,0.999988,0.999976,0.00077,0.999988,0.999736,0.999988,0.9995,0.999969,0.999875,0.957851,0.999988,
61,0.999826,0.325372,0.000130143,0.999988,0.99999,0.99998,0.000651,0.99999,0.999784,0.99999,0.999591,0.999975,0.999898,0.965514,0.99999,
62,0.999858,0.448031,0.000104114,0.99999,0.999992,0.999984,0.0005208,0.999992,0.999824,0.999992,0.999665,0.999979,0.999916,0.971784,0.999992,
63,0.999884,0.548389,8.32912e-005,0.999992,0.999994,0.999987,0.00041664,0.999993,0.999856,0.999993,0.999726,0.999983,0.999932,0.976914,0.999993,
64,0.999905,0.463638,7.04189e-005,0.999994,0.999995,0.999989,0.00035225,0.999995,0.999882,0.999995,0.999776,0.999986,0.999944,0.981112,0.999994,
65,0.999922,0.561159,5.63352e-005,0.999995,0.999996,0.999991,0.0002818,0.999996,0.999903,0.999996,0.999817,0.999989,0.999954,0.984546,0.999995,
66,0.999936,0.474434,4.76288e-005,0.999996,0.999997,0.999993,0.000238249,0.999996,0.999921,0.999996,0.99985,0.999991,0.999962,0.987356,0.999996,
67,0.999948,0.401112,4.0268e-005,0.999996,0.999997,0.999994,0.000201429,0.999997,0.999935,0.999997,0.999877,0.999992,0.999969,0.989655,0.999997,
68,0.999957,0.339122,3.40448e-005,0.999997,0.999998,0.999995,0.000170299,0.999998,0.999947,0.999998,0.9999,0.999994,0.999975,0.991536,0.999998,
69,0.999965,0.286712,2.87833e-005,0.999998,0.999998,0.999996,0.00014398,0.999998,0.999957,0.999998,0.999918,0.999995,0.999979,0.993075,0.999998,
70,0.999971,0.242402,2.4335e-005,0.999998,0.999998,0.999997,0.000121729,0.999998,0.999965,0.999998,0.999933,0.999996,0.999983,0.994334,0.999998,
71,0.999977,0.20494,2.05741e-005,0.999998,0.999999,0.999997,0.000102916,0.999999,0.999971,0.999999,0.999945,0.999997,0.999986,0.995364,0.999999,
72,0.999981,0.349497,1.64593e-005,0.999999,0.999999,0.999998,8.23328e-005,0.999999,0.999976,0.999999,0.999955,0.999997,0.999989,0.996207,0.999999,
73,0.999984,0.46777,1.31674e-005,0.999999,0.999999,0.999998,6.58662e-005,0.999999,0.999981,0.999999,0.999963,0.999998,0.999991,0.996897,0.999999,
74,0.999987,0.395478,1.11325e-005,0.999999,0.999999,0.999999,5.56869e-005,0.999999,0.999984,0.999999,0.99997,0.999998,0.999992,0.997461,0.999999,
75,0.99999,0.505391,8.90597e-006,0.999999,0.999999,0.999999,4.45495e-005,0.999999,0.999987,0.999999,0.999975,0.999998,0.999994,0.997923,0.999999,
76,0.999991,0.427285,7.52959e-006,0.999999,1,0.999999,3.76646e-005,1,0.999989,1,0.99998,0.999999,0.999995,0.9983,1,
77,0.999993,0.36125,6.36593e-006,1,1,0.999999,3.18437e-005,1,0.999991,1,0.999984,0.999999,0.999996,0.998609,1,
78,0.999994,0.305421,5.3821e-006,1,1,0.999999,2.69224e-005,1,0.999993,1,0.999987,0.999999,0.999997,0.998862,1,
79,0.999995,0.431708,4.30568e-006,1,1,0.999999,2.15379e-005,1,0.999994,1,0.999989,0.999999,0.999997,0.999069,1,
80,0.999996,0.364989,3.64026e-006,1,1,1,1.82093e-005,1,0.999995,1,0.999991,0.999999,0.999998,0.999238,1,
81,0.999997,0.308582,3.07767e-006,1,1,1,1.53952e-005,1,0.999996,1,0.999993,1,0.999998,0.999377,1,
82,0.999997,0.260892,2.60203e-006,1,1,1,1.30159e-005,1,0.999997,1,0.999994,1,0.999998,0.99949,1,
83,0.999998,0.395275,2.08163e-006,1,1,1,1.04127e-005,1,0.999997,1,0.999995,1,0.999999,0.999583,1,
84,0.999998,0.505225,1.6653e-006,1,1,1,8.33018e-006,1,0.999998,1,0.999996,1,0.999999,0.999659,1,
85,0.999999,0.427145,1.40794e-006,1,1,1,7.04279e-006,1,0.999998,1,0.999997,1,0.999999,0.999721,1,
86,0.999999,0.361132,1.19035e-006,1,1,1,5.95436e-006,1,0.999999,1,0.999997,1,0.999999,0.999771,1,
87,0.999999,0.30532,1.00638e-006,1,1,1,5.03414e-006,1,0.999999,1,0.999998,1,0.999999,0.999813,1,
88,0.999999,0.258135,8.50852e-007,1,1,1,4.25614e-006,1,0.999999,1,0.999998,1,1,0.999847,1,
89,0.999999,0.218241,7.19357e-007,1,1,1,3.59837e-006,1,0.999999,1,0.999999,1,1,0.999875,1,
90,0.999999,0.184513,6.08183e-007,1,1,1,3.04226e-006,1,0.999999,1,0.999999,1,1,0.999898,1,
91,1,0.155997,5.14191e-007,1,1,1,2.57209e-006,1,0.999999,1,0.999999,1,1,0.999916,1,
92,1,0.131889,4.34725e-007,1,1,1,2.17459e-006,1,1,1,0.999999,1,1,0.999931,1,
93,1,0.111506,3.67541e-007,1,1,1,1.83851e-006,1,1,1,0.999999,1,1,0.999944,1,
94,1,0.27305,2.94032e-007,1,1,1,1.47081e-006,1,1,1,0.999999,1,1,0.999954,1,
95,1,0.230852,2.48591e-007,1,1,1,1.2435e-006,1,1,1,1,1,1,0.999962,1,
96,1,0.195174,2.10172e-007,1,1,1,1.05133e-006,1,1,1,1,1,1,0.999969,1,
97,1,0.165011,1.77691e-007,1,1,1,8.88848e-007,1,1,1,1,1,1,0.999975,1,
98,1,0.139509,1.5023e-007,1,1,1,7.51481e-007,1,1,1,1,1,1,0.999979,1,
99,1,0.117949,1.27013e-007,1,1,1,6.35343e-007,1,1,1,1,1,1,0.999983,1,
100,1,0.0997204,1.07383e-007,1,1,1,5.37153e-007,1,1,1,1,1,1,0.999986,1,
101,1,0.0843091,9.07877e-008,1,1,1,4.54139e-007,1,1,1,1,1,1,0.999989,1,
102,1,0.0712795,7.67569e-008,1,1,1,3.83954e-007,1,1,1,1,1,1,0.999991,1,
103,1,0.240138,6.14055e-008,1,1,1,3.07163e-007,1,1,1,1,1,1,0.999992,1,
104,1,0.203026,5.19156e-008,1,1,1,2.59692e-007,1,1,1,1,1,1,0.999994,1,
105,1,0.34793,4.15325e-008,1,1,1,2.07754e-007,1,1,1,1,1,1,0.999995,1,
106,1,0.466488,3.3226e-008,1,1,1,1.66203e-007,1,1,1,1,1,1,0.999996,1,
107,1,0.56349,2.65808e-008,1,1,1,1.32962e-007,1,1,1,1,1,1,0.999997,1,
108,1,0.642856,2.12646e-008,1,1,1,1.0637e-007,1,1,1,1,1,1,0.999997,1,
109,1,0.707791,1.70117e-008,1,1,1,8.5096e-008,1,1,1,1,1,1,0.999998,1,
110,1,0.76092,1.36094e-008,1,1,1,6.80768e-008,1,1,1,1,1,1,0.999998,1,
111,1,0.804389,1.08875e-008,1,1,1,5.44614e-008,1,1,1,1,1,1,0.999998,1,
112,1,0.839955,8.70999e-009,1,1,1,4.35691e-008,1,1,1,1,1,1,0.999999,1,
113,1,0.869054,6.96799e-009,1,1,1,3.48553e-008,1,1,1,1,1,1,0.999999,1,
114,1,0.892862,5.57439e-009,1,1,1,2.78843e-008,1,1,1,1,1,1,0.999999,1,
115,1,0.912342,4.45951e-009,1,1,1,2.23074e-008,1,1,1,1,1,1,0.999999,1,
116,1,0.92828,3.56761e-009,1,1,1,1.78459e-008,1,1,1,1,1,1,0.999999,1,
117,1,0.94132,2.85409e-009,1,1,1,1.42767e-008,1,1,1,1,1,1,1,1,
118,1,0.951989,2.28327e-009,1,1,1,1.14214e-008,1,1,1,1,1,1,1,1,
119,1,0.960718,1.82662e-009,1,1,1,9.13711e-009,1,1,1,1,1,1,1,1,
120,1,0.96786,1.46129e-009,1,1,1,7.30969e-009,1,1,1,1,1,1,1,1,
121,1,0.973704,1.16903e-009,1,1,1,5.84775e-009,1,1,1,1,1,1,1,1,
122,1,0.978485,9.35228e-010,1,1,1,4.6782e-009,1,1,1,1,1,1,1,1,
123,1,0.982397,7.48182e-010,1,1,1,3.74256e-009,1,1,1,1,1,1,1,1,
124,1,0.985597,5.98546e-010,1,1,1,2.99405e-009,1,1,1,1,1,1,1,1,
125,1,0.988216,4.78837e-010,1,1,1,2.39524e-009,1,1,1,1,1,1,1,1,
126,1,0.990359,3.83069e-010,1,1,1,1.91619e-009,1,1,1,1,1,1,1,1,
